13:37:18.497,0.1532223,-0.0694289,9.5548477,-0.0029894,0.0026573,-0.0043678
13:37:18.512,0.1795574,-0.1077344,9.5141478,-0.0017677,0.0038790,-0.0043678
13:37:18.516,0.1747692,-0.0598525,9.5740013,-0.0029894,0.0026573,-0.0055896
13:37:18.529,0.1077344,-0.0837935,9.5309067,-0.0029894,0.0026573,-0.0043678
13:37:18.536,0.1556164,-0.0670348,9.5883646,-0.0029894,0.0026573,-0.0043678
13:37:18.545,0.1508282,-0.0766112,9.5069656,-0.0029894,0.0038790,-0.0043678
13:37:18.555,0.1412518,-0.0574584,9.5189371,-0.0029894,0.0038790,-0.0043678
13:37:18.564,0.1364636,-0.0837935,9.5716066,-0.0017677,0.0026573,-0.0043678
13:37:18.573,0.1604046,-0.0694289,9.5596361,-0.0029894,0.0038790,-0.0043678
13:37:18.583,0.1867397,-0.0813994,9.5452719,-0.0029894,0.0038790,-0.0043678
13:37:18.593,0.1675869,-0.0909757,9.5500603,-0.0029894,0.0038790,-0.0031461
13:37:18.602,0.1316754,-0.0837935,9.5428782,-0.0017677,0.0038790,-0.0043678
13:37:18.612,0.1580105,-0.0837935,9.5333014,-0.0029894,0.0026573,-0.0043678
13:37:18.622,0.1436459,-0.0454879,9.5380888,-0.0017677,0.0026573,-0.0043678
13:37:18.632,0.1340695,-0.0502761,9.5452719,-0.0017677,0.0026573,-0.0043678
13:37:18.641,0.1627987,-0.0622466,9.5333014,-0.0017677,0.0026573,-0.0043678
13:37:18.651,0.1891338,-0.1149167,9.5787888,-0.0029894,0.0026573,-0.0031461
13:37:18.661,0.1747692,-0.0933698,9.5213308,-0.0029894,0.0026573,-0.0043678
13:37:18.672,0.1532223,-0.0813994,9.5452719,-0.0029894,0.0026573,-0.0043678
13:37:18.680,0.1436459,-0.0981580,9.5452719,-0.0029894,0.0038790,-0.0043678
13:37:18.690,0.1532223,-0.0478820,9.5021782,-0.0017677,0.0038790,-0.0031461
13:37:18.699,0.1963161,-0.0957640,9.5189371,-0.0017677,0.0038790,-0.0043678
13:37:18.709,0.1364636,-0.0526702,9.5524540,-0.0017677,0.0038790,-0.0043678
13:37:18.720,0.1627987,-0.0718230,9.5740013,-0.0029894,0.0026573,-0.0031461
13:37:18.728,0.1771633,-0.0526702,9.5596361,-0.0029894,0.0026573,-0.0031461
13:37:18.738,0.1627987,-0.0718230,9.5476656,-0.0017677,0.0038790,-0.0043678
13:37:18.748,0.1675869,-0.0861876,9.5596361,-0.0017677,0.0026573,-0.0043678
13:37:18.758,0.1436459,-0.0718230,9.5644236,-0.0017677,0.0026573,-0.0055896
13:37:18.767,0.1627987,-0.0885817,9.5596361,-0.0029894,0.0038790,-0.0043678
