,time,ax,ay,az,wx,wy,wz
19149,10:52:25.004000,-4.5966697,4.4434476,5.2909579,-0.7421358,-0.2477973,-0.38554740000000004
19150,10:52:25.021000,-4.747498,4.3021955,5.8655419,-0.7482444,-0.13051120000000002,-0.2548223
19151,10:52:25.026000,-4.7139807000000005,4.1465788,6.2797208,-0.7030404,-0.0938593,-0.2181705
19152,10:52:25.038000,-4.7331328,4.0747561,6.607712299999999,-0.6419539000000001,-0.08164199999999999,-0.1485319
19153,10:52:25.042000,-4.682857,3.9765980000000005,6.6340475,-0.618741,-0.07308989999999999,-0.0520153
19154,10:52:25.051000,-4.6637044,3.9023809000000003,6.7202349,-0.6162976,-0.043768400000000006,0.029840600000000002
19155,10:52:25.060000,-4.7211623,4.0220861,6.983585799999999,-0.6162976,-0.043768400000000006,0.029840600000000002
19156,10:52:25.071000,-4.8073505999999995,3.8066169999999997,7.1128674,-0.6016369,0.0405309,0.0921488
19157,10:52:25.083000,-4.723557,3.442714,7.203843099999999,-0.6297366999999999,0.2323424,0.15934389999999998
19158,10:52:25.091000,-4.7690444,3.2272451,7.1583557,-0.6297366999999999,0.2323424,0.15934389999999998
19159,10:52:25.101000,-5.2430763,2.9184062,7.1176553,-0.687158,0.3056462,0.2033262
19160,10:52:25.110000,-5.6596494,2.6981492,7.110473599999999,-0.6529496,0.4424799,0.1923306
19161,10:52:25.120000,-6.0714345000000005,2.8178542,7.0242853,-0.5503241999999999,0.5072315,0.1214703
19162,10:52:25.132000,-6.2725387,2.9495296000000004,7.115261599999999,-0.3401868,0.3484067,0.0616056
19163,10:52:25.140000,-6.3276029000000005,2.9974117000000002,7.4360704,-0.3401868,0.3484067,0.0616056
19164,10:52:25.150000,-6.2366271,2.8058836,7.6970277000000005,-0.221679,0.0967304,-0.043463199999999994
19165,10:52:25.159000,-6.006794,2.4180398,7.881372900000001,-0.221679,0.0967304,-0.043463199999999994
19166,10:52:25.168000,-6.0738287,1.9990726000000003,8.127965,-0.2461136,0.0319788,-0.07034119999999999
19167,10:52:25.181000,-6.394638099999999,1.7237511000000003,8.412862800000001,-0.3157522,0.014874600000000002,-0.0495718
19168,10:52:25.188000,-6.868669500000001,1.6136225,8.499051099999999,-0.3609562,0.0784045,-0.033689300000000005
19169,10:52:25.202000,-7.3115773,1.7883917,8.585238499999999,-0.19235750000000001,0.2555553,-0.0617891
19170,10:52:25.208000,-7.2445431,2.0685015,9.0856047,-0.19235750000000001,0.2555553,-0.0617891
19171,10:52:25.218000,-7.464799900000001,2.3725517000000003,8.958718300000001,0.08130989999999999,0.3813934,-0.11921040000000001
19172,10:52:25.226000,-8.187817599999999,3.3780732,8.4655333,0.08130989999999999,0.3813934,-0.11921040000000001
19173,10:52:25.236000,-7.6994214,2.6239324,8.8677416,0.2034828,0.4791318,-0.1045496
19174,10:52:25.248000,-8.3721638,3.1985159,8.604391099999999,0.3928509,0.5780919,-0.1864055
19175,10:52:25.256000,-8.9084406,3.5696013,9.1454573,0.3928509,0.5780919,-0.1864055
19176,10:52:25.266000,-9.0927868,3.7707055,8.7528248,0.6469706000000001,0.4986795,0.28029509999999996
19177,10:52:25.276000,-8.9850531,3.6821237,8.4822922,0.6469706000000001,0.4986795,0.28029509999999996
19178,10:52:25.284000,-8.613966900000001,3.6797296999999998,8.6019974,0.7190526999999999,0.3679544,0.33893809999999996
19179,10:52:25.298000,-8.178241700000001,3.6869121,8.4463797,0.9279684000000001,0.1468213,0.4598894
19180,10:52:25.305000,-7.9771371,3.7371883,8.010654400000002,0.9279684000000001,0.1468213,0.4598894
19181,10:52:25.315000,-7.9508018,3.8951987999999997,7.7903975999999995,1.2590569999999999,0.1590387,0.6688050999999999
19182,10:52:25.324000,-7.8023682,4.1082735,7.4815583,1.2590569999999999,0.1590387,0.6688050999999999
