,time,ax,ay,az,wx,wy,wz
11449,12:35:34.107000,-2.0661073,4.8672032,8.532568,0.6787356,-0.0046731,-0.2511572
11450,12:35:34.112000,-1.649534,5.6069794,8.4200449,0.6787356,-0.0046731,-0.2511572
11451,12:35:34.116000,-0.9720040999999999,5.736260400000001,8.5948153,0.6787356,-0.0046731,-0.2511572
11452,12:35:34.120000,-0.4165732,5.702743099999999,8.774372099999999,0.6787356,-0.0046731,-0.2511572
11453,12:35:34.125000,0.4740316,5.33884,8.669032099999999,0.6787356,-0.0046731,-0.2511572
11454,12:35:34.129000,0.4500906,4.5487876,9.5189371,0.6787356,-0.0046731,-0.2511572
11455,12:35:34.133000,0.3327797,3.9095633000000003,9.0903931,0.6787356,-0.0046731,-0.2511572
11456,12:35:34.137000,0.6272539,2.8465835999999998,9.1550341,0.6787356,-0.0046731,-0.2511572
11457,12:35:34.141000,0.8738461,2.4659216,9.2316446,0.6787356,-0.0046731,-0.2511572
11458,12:35:34.146000,1.1204382,1.8889439,9.3728971,0.6787356,-0.0046731,-0.2511572
11459,12:35:34.152000,0.4165732,1.7548743000000002,9.0736341,0.6787356,-0.0046731,-0.2511572
11460,12:35:34.156000,-0.0119705,1.8314854999999999,9.933116,0.6787356,-0.0046731,-0.2511572
11461,12:35:34.172000,0.3830558,2.1738417,9.8325644,0.8424473,0.2616639,-0.1412015
11462,12:35:34.177000,0.2394099,2.157083,9.068845699999999,0.8424473,0.2616639,-0.1412015
11463,12:35:34.208000,-0.6727418000000001,2.2001767000000005,9.4303551,0.8448908000000002,0.47180140000000004,-0.2193922
11464,12:35:34.213000,-0.9336985000000001,2.2935464,9.8253813,0.8448908000000002,0.47180140000000004,-0.2193922
11465,12:35:34.216000,-0.7876585,2.2576351000000003,9.2675562,0.8448908000000002,0.47180140000000004,-0.2193922
11466,12:35:34.219000,-1.2185962,2.2480588,9.4255667,0.8448908000000002,0.47180140000000004,-0.2193922
11467,12:35:34.222000,-1.3957596,1.8027563999999998,9.7607412,0.8448908000000002,0.47180140000000004,-0.2193922
11468,12:35:34.245000,-1.0127038000000002,1.4556118999999998,9.243615199999999,0.7972434,0.4204888,-0.2914743
11469,12:35:34.249000,-0.6727418000000001,1.5848933,9.12391,0.7972434,0.4204888,-0.2914743
11470,12:35:34.252000,-0.7780821,1.1946553,8.669032099999999,0.7972434,0.4204888,-0.2914743
11471,12:35:34.263000,-0.7278060000000001,1.0581916999999998,8.532568,0.8632168,0.43392780000000003,-0.2450485
11472,12:35:34.270000,-0.7182297,1.1874731,8.587632199999998,0.9475161,0.41682359999999996,-0.21328360000000002
11473,12:35:34.280000,-0.8163876999999999,1.3790008999999999,8.7288837,1.0452545,0.405828,-0.1766317
11474,12:35:34.288000,-0.8786343000000001,1.5824993,8.386528,1.0452545,0.405828,-0.1766317
11475,12:35:34.298000,-0.9815805000000001,1.9464022,8.7528248,1.1271102,0.3972759,-0.1583057
11476,12:35:34.308000,-1.2138082000000001,2.0661073,8.6714258,1.1991923,0.360624,-0.12287560000000002
11477,12:35:34.318000,-1.2928133999999998,2.4132514,8.4439859,1.2480613999999999,0.3532937,-0.0825585
11478,12:35:34.330000,-1.3119662,2.7005434,8.424833300000001,1.2883786,0.3141983,-0.0446849
11479,12:35:34.338000,-1.1802906000000002,3.0357172,8.252458599999999,1.3335825000000001,0.2189034,0.0200668
11480,12:35:34.347000,-1.1132559,3.3062503,8.2716112,1.3335825000000001,0.2189034,0.0200668
11481,12:35:34.356000,-0.9983392,3.5001721,8.221335400000001,1.3445781,0.1688125,0.0432796
11482,12:35:34.366000,-0.8499051,3.4498963,8.1997881,1.3506868,0.11872160000000001,0.0579404
11483,12:35:34.376000,-0.6535890000000001,3.5289016,8.312311200000002,1.3506868,0.11872160000000001,0.0579404
11484,12:35:34.386000,-0.6966828,3.8042231,8.2380943,1.38123,0.1016174,0.06771419999999999
11485,12:35:34.402000,-0.6655594,3.7371883,8.156694400000001,1.48019,0.13338239999999998,0.10803130000000001
11486,12:35:34.408000,-0.8738461,4.1489735,7.723362400000001,1.48019,0.13338239999999998,0.10803130000000001
11487,12:35:34.416000,-1.0749503,4.3021955,7.4767703999999995,1.5534938999999999,0.20302089999999998,0.11169649999999999
11488,12:35:34.425000,-1.0103096999999999,4.6613107000000005,7.4456468,1.5534938999999999,0.20302089999999998,0.11169649999999999
11489,12:35:34.434000,-0.8618754999999999,4.8839616999999995,7.2229962,1.7062099999999998,0.2017992,0.0945923
11490,12:35:34.444000,-0.8283582,4.7546802,6.6508064,1.7062099999999998,0.2017992,0.0945923
11491,12:35:34.453000,-1.041433,5.4441805,7.285242599999999,1.7355316000000003,0.2189034,0.0835967
11492,12:35:34.463000,-1.3885771999999998,5.595008900000001,6.8878222000000004,1.8222743000000001,0.3288591,0.09337050000000001
11493,12:35:34.472000,-1.4963118,5.855965599999999,6.88064,1.8222743000000001,0.3288591,0.09337050000000001
11494,12:35:34.482000,-1.7045983,6.1456513,6.576589599999999,1.8577044999999999,0.3459632,0.0884836
11495,12:35:34.492000,-1.817121,6.282115,6.2222624,1.8650348,0.3703979,0.0628273
11496,12:35:34.502000,-1.7596626,6.586165400000001,6.1241045,1.8613696,0.3765065,0.035949300000000003
11497,12:35:34.512000,-1.6279871000000001,6.9021864,6.1743803,1.8638131999999998,0.3728413,0.0273971
11498,12:35:34.521000,-1.4939176,6.978797900000001,5.875118700000001,1.8613696,0.36306740000000004,0.012736399999999998
11499,12:35:34.530000,-1.1946553,6.938097999999999,5.870329900000001,1.8137223000000002,0.36306740000000004,-0.0202503
11500,12:35:34.540000,-0.9073634,7.002739,5.853571400000001,1.8137223000000002,0.36306740000000004,-0.0202503
11501,12:35:34.549000,-0.6368303000000001,6.945280599999999,5.7458372,1.8247178,0.4070497,-0.03857619999999999
11502,12:35:34.559000,-0.5075489000000001,7.0338621,5.5447326,1.8442655,0.46935790000000005,-0.0312459
11503,12:35:34.569000,-0.43333190000000005,6.820787400000001,5.362781,1.8442655,0.46935790000000005,-0.0312459
11504,12:35:34.580000,-0.2130748,6.8638811,5.116189,1.8662566000000003,0.5414399999999999,-0.0288024
11505,12:35:34.589000,0.0502761,7.0051331999999995,4.843262200000001,1.9200127,0.6123003,-0.0288024
11506,12:35:34.598000,-0.059852499999999996,7.1822957999999995,4.464994,2.0055337,0.6941562,-0.0226938
11507,12:35:34.611000,-0.42854369999999997,7.4576173,4.1058793,2.1460326000000003,0.9385020000000001,0.0335058
11508,12:35:34.618000,-0.6631654,7.8430675999999995,3.8281641000000004,2.1460326000000003,0.9385020000000001,0.0335058
11509,12:35:34.627000,-0.7086533,8.2069702,3.7347938999999997,2.1973453,1.0276882999999999,0.0713794
11510,12:35:34.637000,-0.9672159,8.5924196,3.6055129,2.2217797999999997,1.0716705,0.1068096
11511,12:35:34.647000,-1.2042316000000002,8.946746800000001,3.5121427000000005,2.2132277,1.1132091999999998,0.13735279999999997
11512,12:35:34.656000,-1.3215424999999998,9.3226213,3.3206151,2.1668019,1.1523046000000001,0.1666743
11513,12:35:34.666000,-1.4651883999999997,9.5740013,3.1578162,2.1044939,1.1657438,0.2057697
11514,12:35:34.679000,-1.7045983,9.6937056,3.0141702,1.9542210999999998,1.1975086000000001,0.258304
11515,12:35:34.685000,-2.0349839,10.062397,2.3366406000000004,1.9542210999999998,1.1975086000000001,0.258304
11516,12:35:34.695000,-4.2734666,11.7334776,1.2425373,1.7831789,1.2256083,0.23875639999999998
11517,12:35:34.705000,-9.310649900000001,15.259985,-0.459667,1.7709616000000001,1.047236,-0.05690219999999999
11518,12:35:34.714000,-6.2031102,13.988719,-0.7182297,1.7709616000000001,1.047236,-0.05690219999999999
11519,12:35:34.727000,-3.2368214,12.492406800000001,0.4931844,1.6048063999999997,-0.5068039000000001,-1.3384963
11520,12:35:34.733000,-2.8058836,12.6240826,0.9121516,1.6048063999999997,-0.5068039000000001,-1.3384963
11521,12:35:34.743000,-3.1386635,11.125376699999999,1.3766067,1.1454362,-0.7254935,-1.0660506
11522,12:35:34.752000,-3.4882019,9.7439823,1.4723707000000001,0.6762921,-0.5544513000000001,-0.8913434000000001
11523,12:35:34.763000,-2.7580017999999997,8.9659004,2.1642652,0.23280429999999996,-0.4054003,-0.6335585
11524,12:35:34.776000,-2.3246701,8.5134153,2.3486105999999998,0.1680527,-0.4652651,-0.4906161
11525,12:35:34.782000,-2.300729,8.2668228,2.7915192,0.1680527,-0.4652651,-0.4906161
11526,12:35:34.792000,-2.449163,8.5397501,2.4300102999999997,0.13506600000000002,-0.39073959999999996,-0.44052520000000006
11527,12:35:34.801000,-2.6909671000000004,8.841406800000001,2.1929946,0.13506600000000002,-0.39073959999999996,-0.44052520000000006
11528,12:35:34.811000,-2.7963072999999996,9.593154,1.7405096999999998,0.2560172,-0.3773006,-0.49305959999999993
11529,12:35:34.820000,-3.0237467000000002,9.3681078,1.6830512999999998,0.3610859,-0.36752670000000004,-0.5284898
11530,12:35:34.831000,-3.1649985000000003,9.415989900000001,1.5561641000000002,0.3403165,-0.3638616,-0.572472
11531,12:35:34.841000,-3.2272451,9.571606599999999,1.4963118,0.2828952,-0.3736354,-0.5956849
11532,12:35:34.850000,-3.1195107,9.2747393,1.4867353,0.2535737,-0.39073959999999996,-0.5663634
11533,12:35:34.862000,-3.2583685,9.1454573,1.4843413,0.07397949999999999,-0.38096579999999997,-0.5150507000000001
11534,12:35:34.869000,-3.1482398999999996,9.107152000000001,1.6543223000000002,0.07397949999999999,-0.38096579999999997,-0.5150507000000001
11535,12:35:34.879000,-3.1793633,8.999417300000001,1.6710808000000001,0.0141148,-0.3638616,-0.4796206
11536,12:35:34.892000,-3.2535803,8.9850531,1.6710808000000001,-0.0762932,-0.30155329999999997,-0.40387340000000005
11537,12:35:34.899000,-3.3014622000000005,9.011387800000001,1.6902337,-0.0762932,-0.30155329999999997,-0.40387340000000005
11538,12:35:34.911000,-3.2152746,9.0903931,1.7285392,-0.1691447,-0.203815,-0.3550042
11539,12:35:34.918000,-3.3493443,9.0951815,1.623199,-0.1691447,-0.203815,-0.3550042
11540,12:35:34.928000,-3.3876498,9.1143341,1.7644508,-0.298648,-0.0706465,-0.27803520000000004
11541,12:35:34.937000,-3.4331373999999997,9.0616636,1.8147268,-0.298648,-0.0706465,-0.27803520000000004
11542,12:35:34.947000,-3.3014622000000005,9.076027900000001,2.0062547,-0.45502929999999997,0.0246484,-0.20473139999999998
11543,12:35:34.958000,-3.0237467000000002,9.0472994,2.2145412,-0.5271114,0.07473930000000001,-0.14242320000000003
11544,12:35:34.966000,-3.3062503,8.8557711,2.300729,-0.5271114,0.07473930000000001,-0.14242320000000003
11545,12:35:34.975000,-3.3756793,8.707337400000002,2.2360882999999996,-0.5991935,0.1700342,-0.0740064
11546,12:35:34.986000,-2.3749461,8.2787933,2.4252219,-0.6346235,0.3667327,0.0628273
11547,12:35:34.995000,-2.6646321,8.2668228,2.1044127999999995,-0.5881978,0.5609877,0.20699139999999996
11548,12:35:35.008000,-3.2631563999999997,8.7312784,1.7812095000000001,-0.5063419,0.7870076,0.33893809999999996
11549,12:35:35.014000,-3.0309291000000003,8.398497599999999,1.9440081000000002,-0.5063419,0.7870076,0.33893809999999996
11550,12:35:35.026000,-3.5289016,8.4224386,1.8841558,-0.2204573,1.1901784,0.6052751999999999
11551,12:35:35.034000,-2.5904147999999996,8.230911299999999,2.2504527999999997,-0.2204573,1.1901784,0.6052751999999999
11552,12:35:35.043000,-3.0333229999999998,7.8550382,1.9057026000000001,-0.0494152,1.214613,0.8557296999999998
11553,12:35:35.057000,-3.3277972,8.020231200000001,1.4412475,0.015336500000000001,1.1742959,0.9265899999999999
11554,12:35:35.062000,-4.2399492,9.2484026,1.6519281000000003,0.015336500000000001,1.1742959,0.9265899999999999
11555,12:35:35.075000,-4.9031138,10.2922306,1.5322232,0.1668309,0.9775974000000001,0.9107075000000001
11556,12:35:35.082000,-5.6452851,11.036794699999998,1.0845268,0.1668309,0.9775974000000001,0.9107075000000001
11557,12:35:35.092000,-5.1521006,11.762207,0.8068113,-0.2106835,0.32397209999999993,0.6859093
11558,12:35:35.102000,-4.3955655,11.9273996,0.7445647,-0.2106835,0.32397209999999993,0.6859093
11559,12:35:35.111000,-4.156155600000001,11.513220800000001,0.8307523000000001,-0.7677921,-0.07797689999999999,0.3462685
11560,12:35:35.122000,-4.455418099999999,11.5323744,0.9384867,-0.9522732,-0.05109880000000001,0.23875639999999998
11561,12:35:35.130000,-4.8743849,11.3288746,1.0557975,-0.9522732,-0.05109880000000001,0.23875639999999998
11562,12:35:35.140000,-5.082671599999999,11.0703135,1.3287247,-1.2760316,-0.0657596,0.029840600000000002
11563,12:35:35.150000,-4.7498922,10.601069500000001,1.6974159,-1.2760316,-0.0657596,0.029840600000000002
11564,12:35:35.160000,-4.2758603,10.0528212,2.1618712,-1.6657633,-0.3418704,-0.11676689999999999
11565,12:35:35.174000,-3.8257697,9.7607412,2.5066216,-1.8099273,-0.4347219,-0.15586229999999998
11566,12:35:35.179000,-3.5983305,9.5811834,2.6885729,-1.8099273,-0.4347219,-0.15586229999999998
11567,12:35:35.194000,-3.5025665999999998,9.2555857,2.837007,-2.0945902,-0.5177995,-0.1790751
11568,12:35:35.200000,-3.3613148,8.865347900000002,3.0165646,-2.0945902,-0.5177995,-0.1790751
